7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37,37,37,37,37,37,37,38,39,39,38,37,37,39
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,29,29,29,29,29,29,29,29,29,29,29,33,37,42
2,31,31,31,31,31,31,31,31,34,38,42,46,51,55
4,65,65,65,65,65,65,65,66,65,66,70,72,72,72
1,55,55,55,55,55,55,55,55,55,55,56,56,56,56
4,36,36,36,36,36,36,36,36,36,36,36,36,37,38
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,22,22,22,22,22,22,22,22,22,22,22,23,26,25
3,45,45,45,45,45,46,48,49,52,54,55,56,57,60
4,63,63,63,63,63,63,64,64,64,66,70,73,75,78
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,23,23,23,23,23,23,23,23,23,25,27,30,33
3,42,42,42,42,42,42,42,42,42,42,47,50,52,56
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,12,12,12,12,12,12,12,12,12,12,12,12,16
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,70,70,70,70,70,70,70,70,70,70,70,70,70,70
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,46,46,46,46,46,46,46,46,46,49,52,56,60
2,40,40,40,40,40,40,40,40,43,46,50,53,56,58
8,9,9,9,9,9,9,9,9,9,9,9,9,9,12
1,49,49,49,49,49,49,49,49,49,49,52,53,55,56
3,43,43,43,43,43,43,43,43,45,48,50,50,52,56
6,44,44,44,44,44,44,44,47,50,52,53,54,57,61
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,33,33,33,33,33,33,33,33,33,33,36,39,43,45
4,45,45,45,45,45,45,45,45,45,45,48,48,48,49
2,25,25,25,25,25,25,25,25,26,27,28,28,28,29
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,23,23,23,23,23,23,23,23,23,23,23,23,23
2,83,83,83,83,83,83,83,87,90,93,95,96,94,94
6,38,38,38,38,38,38,38,38,39,42,46,51,53,54
8,12,12,12,12,12,12,12,12,12,12,12,12,13,15
1,68,68,68,68,68,68,68,68,68,68,71,71,71,71
2,50,50,50,50,50,50,50,50,50,51,53,57,57,57
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,47,47,47,47,47,47,47,47,47,47,47,51,54,55
6,15,15,15,15,15,15,15,15,15,15,16,18,21,24
4,49,49,49,49,49,49,49,49,49,49,49,51,53,53
6,9,9,9,9,9,9,10,12,15,15,15,15,16,16
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,53,53,53,53,53,53,54,57,61,64,67,69,71
1,61,61,61,61,61,61,61,61,61,62,63,64,66,68
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,39,39,39,39,39,39,39,39,39,40,42,43,43,41
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,49,49,49,49,49,49,49,49,50,53,53,52,53,53
3,18,18,18,18,18,18,18,18,18,18,18,18,17,19
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,54,54,54,54,54,55,57,60,62,65,65,65,67
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,47,47,47,47,47,47,47,47,47,47,50,53,55,58
0,56,56,56,56,56,56,57,60,64,67,71,73,76,79
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,36,36,36,36,36,36,36,36,36,36,39,42,44,45
1,50,50,50,50,50,50,50,50,50,50,50,53,54,54
0,54,54,54,54,54,53,57,61,66,68,69,74,78,83
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,18,18,18,18,18,18,18,18,18,19,22,26,29
1,65,65,65,65,65,65,65,65,65,65,68,68,68,68
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,69,69,69,69,69,69,69,71,74,77,78,77,77,78
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,8,8,8,8,8,8,8,8,8,8,8,9,11
3,39,39,39,39,39,39,39,39,39,39,39,40,41,43
2,47,47,47,47,47,47,48,50,51,51,49,49,52,56
6,31,31,31,31,31,31,31,31,32,34,38,43,47,51
0,39,39,39,39,39,39,40,42,45,48,50,52,52,51
6,14,14,14,14,14,14,14,14,14,14,14,15,18,20
3,38,38,38,38,38,38,38,38,38,38,38,42,46,50
6,44,44,44,44,44,44,44,44,47,51,54,56,59,62
3,23,23,23,23,23,23,23,23,23,23,23,27,25,24
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32,32,32,32,32,32,32,32,32,33,34,34,34,32
3,25,25,25,25,25,25,25,25,25,25,25,25,27,29
6,18,18,18,18,18,18,18,18,18,18,18,18,21,25
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,49,49,49,49,49,49,49,49,50,54,58,62,65,69
4,26,26,26,26,26,26,26,26,26,26,29,31,33,36
1,56,56,56,56,56,56,56,56,56,56,56,59,59,61
3,32,32,32,32,32,32,32,32,32,32,35,36,36,32
1,74,74,74,74,74,74,74,74,74,74,77,78,79,79
0,23,23,23,23,23,23,23,23,24,25,26,29,33,34
6,45,45,45,45,45,45,45,47,49,49,50,50,52,53
3,22,22,22,22,22,22,22,22,22,22,22,23,22,23
0,40,40,40,40,40,40,40,40,41,42,43,44,42,41
3,49,49,49,49,49,49,49,49,49,53,56,58,58,58
4,23,23,23,23,23,23,23,23,23,23,25,28,30,32
6,45,45,45,45,45,46,46,46,46,46,44,43,45,48
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,51,51,51,51,51,51,51,51,51,55,57,59,61,63
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,59,59,59,59,59,59,59,60,64,69,73,77,78,80
4,12,12,12,12,12,12,12,12,13,15,15,15,19,23
8,11,11,11,11,11,11,11,11,11,11,11,12,14,12
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,41,41,41,41,41,41,41,41,41,42,46,51,54,54
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,36,36,36,36,36,36,36,36,37,38,41,43,42,40
1,69,69,69,69,69,69,69,69,69,69,70,70,70,70
9,60,60,60,60,60,60,60,60,60,60,60,60,62,64
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,18,18,18,18,18,18,18,18,18,18,19,17,17
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,63,63,63,63,63,63,63,65,68,71,74,75,76,76
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,51,51,51,51,51,53,57,61,63,64,67,71,74,76
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25,25,25,25,25,25,25,25,25,25,25,25,27,31
3,51,51,51,51,51,51,51,51,52,55,57,59,60,61
0,34,34,34,34,34,34,35,37,39,40,42,40,39,39
4,30,30,30,30,30,30,30,30,30,30,30,32,30,27
1,53,53,53,53,53,53,53,53,53,53,53,54,54,54
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,45,45,45,45,45,45,45,47,50,52,53,54,54,55
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,55,55,55,55,55,55,55,58,62,65,68,71,73,75
8,11,11,11,11,11,11,11,11,11,11,11,11,11,14
0,61,61,61,61,61,61,61,63,65,67,68,69,67,63
0,38,38,38,38,38,38,38,41,44,48,52,55,57,60
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,34,34,34,34,34,34,34,34,34,34,34,39,43,48
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,44,44,44,44,44,44,44,44,44,45,48,52,50,51
3,38,38,38,38,38,38,38,38,38,41,45,48,51,55
2,43,43,43,43,43,43,45,50,54,58,61,66,67,67
6,35,35,35,35,35,35,35,35,35,36,39,41,39,40
1,39,39,39,39,39,39,39,39,39,39,39,41,40,39
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15,15,15,15,15,15,15,15,15,15,17,18,18,17
0,62,62,62,62,62,62,62,62,65,70,73,75,77,80
4,11,11,11,11,11,11,11,11,11,12,12,12,12,15
3,58,58,58,58,58,58,58,59,59,60,64,67,70,71
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,51,51,51,51,51,51,51,51,53,57,61,65,66,67
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38,38,38,38,38,38,38,38,38,40,42,44,44,45
6,61,61,61,61,61,61,64,67,69,69,69,73,76,79
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,30,30,30,30,30,30,30,30,30,32,32,31,34,38
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,34,34,34,34,34,34,34,34,34,35,38,41,44,44
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,45,45,45,45,45,45,45,45,45,45,46,50,55,55
1,66,66,66,66,66,66,66,66,66,66,68,69,71,74
2,55,55,55,55,55,55,57,59,62,65,68,68,70,70
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,58,58,58,58,58,58,58,58,58,61,65,69,70,70
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27,27,27,27,27,27,27,27,27,27,28,31,33,35
1,75,75,75,75,75,75,75,75,75,75,75,77,76,76
3,14,14,14,14,14,14,14,14,14,14,14,14,16,16
0,38,38,38,38,38,38,39,41,44,47,50,52,52,50
0,65,65,65,65,65,65,66,69,72,75,78,79,80,82
6,22,22,22,22,22,22,22,22,22,22,22,25,29,32
4,20,20,20,20,20,20,20,20,20,20,21,23,26,27
2,68,68,68,68,69,69,69,72,74,75,76,76,74,73
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,82,82,82,82,82,83,86,90,94,96,96,98,100,102
8,5,5,5,5,5,5,5,5,5,5,5,5,5,8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,51,51,51,51,51,51,51,54,56,58,59,60,59,58
6,34,34,34,34,34,34,34,34,34,36,39,44,48,49
2,26,26,26,26,26,26,26,26,28,31,34,37,40,43
8,18,18,18,18,18,18,18,18,18,18,18,18,19,22
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64,64,64,64,64,64,65,66,66,69,69,68,68,70
1,61,61,61,61,61,61,61,61,61,61,62,64,66,67
4,34,34,34,34,34,34,34,34,34,34,37,41,45,48
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,75,75,75,75,75,75,75,75,75,78,79,80,81
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,26,26,26,26,26,29,34,38,40,44,48,52,56
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,78,78,78,77,77,77,77,80,84,87,89,88,89,92
3,30,30,30,30,30,30,30,30,29,31,35,38,41,44
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,38,38,38,38,38,38,38,38,38,38,40,44,48,49
4,50,50,50,50,50,50,50,50,50,50,50,53,57,57
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22,22,22,22,22,22,22,22,22,22,24,27,31,34
4,21,21,21,21,21,21,21,21,21,22,25,26,27,28
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,46,46,46,46,46,46,46,46,46,47,49,50,51,54
1,10,10,10,10,10,10,10,10,10,10,11,11,10,10
3,39,39,39,39,39,39,39,39,39,44,48,49,51,55
0,86,86,86,86,86,86,86,90,95,96,93,93,95,98
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,47,47,47,47,47,47,47,47,47,48,51,53,56
6,31,31,31,31,31,31,32,32,32,32,33,36,40,41
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,76,76,76,76,76,76,76,76,76,76,76,76,76,77
4,26,26,26,26,26,26,26,26,26,26,28,29,29,31
6,65,65,65,65,65,65,65,65,68,70,72,72,73,75
4,34,34,34,34,34,34,34,34,34,34,36,39,42,44
6,33,33,33,33,33,33,33,33,33,33,33,36,36,37
1,51,51,51,51,51,51,51,51,51,51,53,54,54,54
4,39,39,39,39,39,39,39,39,39,39,39,42,46,49
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,50,50,50,50,50,50,50,50,50,54,58,60,61
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38,38,38,38,38,38,38,38,38,39,42,46,47,49
4,12,12,12,12,12,12,12,12,12,12,13,14,14,14
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,29,29,29,29,29,29,29,29,29,30,31,30,30
1,55,55,55,55,55,55,55,55,55,55,56,58,60,62
1,49,49,49,49,49,49,49,49,49,49,50,50,50,50
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,86,86,86,86,86,86,86,86,86,87,87,88,88,89
4,41,41,41,41,41,41,41,41,41,41,42,43,44,43
1,42,42,42,42,42,42,42,42,42,42,42,46,50,54
6,29,29,29,29,29,29,29,32,34,36,37,38,40,42
3,29,29,29,29,29,29,29,29,29,29,29,33,37,42
1,44,44,44,44,44,44,44,44,44,44,44,45,47,48
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,7,7,7,7,7,7,7,7,7,7,7,9,12
4,17,17,17,17,17,17,17,17,17,17,17,18,18,17
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,13,13,13,13,13,13,15,17,19,20,20,19,19
3,47,47,47,47,47,47,47,47,47,47,48,50,49,48
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,56,56,56,56,56,56,56,56,58,62,65,66,65,65
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,22,22,22,22,22,22,22,22,22,22,22,22,22
6,28,28,28,28,28,28,28,28,28,29,32,36,39,40
3,40,40,40,40,40,40,40,40,40,43,47,49,49,51
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,43,43,43,43,43,43,43,43,43,43,43,43,43,43
9,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4,67,67,67,67,67,67,67,67,67,70,71,71,70,70
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,61,61,61,61,62,64,65,66,67,66,63,61,59
3,21,21,21,21,21,21,21,21,21,21,23,27,31,35
4,44,44,44,44,44,44,44,44,44,44,44,48,52,54
6,23,23,23,23,23,23,23,23,23,23,25,26,26,26
1,51,51,51,51,51,51,51,51,51,51,51,52,54,54
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,62,62,62,62,62,62,62,66,70,73,75,76,79,83
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,5,5,5,5,5,5,5,5,5,5,5,5,6
0,50,50,50,50,50,50,50,50,50,53,57,61,61,61
3,40,40,40,40,40,40,40,40,40,40,40,40,42,47
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,26,26,26,26,26,26,26,26,26,26,26,29,29
1,76,76,76,76,76,76,76,76,76,77,79,81,83,85
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,68,68,68,68,68,68,68,68,68,68,69,71,71,71
6,50,50,50,51,51,51,53,56,59,60,61,62,62,63
0,64,64,64,64,64,64,65,67,69,71,72,70,70,72
6,29,29,29,29,29,29,30,31,31,31,31,32,33,35
4,35,35,35,35,35,35,35,35,35,35,35,39,43,46
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,49,49,49,49,49,49,49,51,54,55,56,57,57,61
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,9,9,9,9,9,9,9,9,9,9,9,10,12
2,31,31,31,31,31,31,31,32,33,35,37,39,38,38
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,31,31,31,31,31,31,31,31,32,32,32,30,29,31
2,34,34,34,34,34,34,34,34,37,41,45,48,52,55
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,11,11,11,11,11,11,11,11,11,11,11,12,10
0,54,54,54,54,54,54,54,57,60,64,67,69,69,70
2,60,60,60,60,60,60,60,62,64,64,63,62,62,64
3,50,50,50,50,50,50,50,50,50,55,58,59,63,68
4,30,30,30,30,30,30,30,30,30,30,30,34,37,39
6,31,31,31,31,31,31,31,31,31,32,34,37,38,38
4,24,24,24,24,24,24,24,24,24,24,26,29,30,31
6,14,14,14,14,14,14,15,19,22,25,29,32,36,40
4,42,42,42,42,42,42,42,42,42,42,42,46,49,51
0,69,69,69,69,69,69,71,74,75,76,75,75,75,77
8,12,12,12,12,12,12,12,12,12,12,12,12,12,14
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,59,59,59,59,59,59,59,61,62,62,63,62,60,58
3,11,11,11,11,11,11,11,11,11,11,12,13,13,13
9,72,72,72,72,72,72,72,72,72,72,75,79,83,87
4,43,43,43,43,43,43,43,43,43,46,50,52,54,54
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,49,49,49,49,49,49,49,49,49,51,55,57,57,58
6,85,85,85,85,85,85,86,88,88,87,90,94,98,102
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25,25,25,25,25,25,25,27,31,35,38,42,46,50
2,48,48,48,48,48,48,48,51,55,59,63,65,67,71
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,44,44,44,44,44,44,44,44,44,45,48,52,51,51
9,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,58,58,58,58,58,58,58,61,63,65,65,66,66,65
2,63,63,63,63,63,63,64,66,69,72,73,73,73,75
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,31,31,31,31,31,31,31,31,31,31,31,31,31,34
1,42,42,42,42,42,42,42,42,42,42,42,45,45,46
1,44,44,44,44,44,44,44,44,44,44,45,48,48,49
3,6,6,6,6,6,6,6,6,6,6,6,8,10,12
5,38,38,38,38,38,38,38,38,38,38,38,38,38,38
0,49,49,49,49,49,49,50,51,52,53,52,49,51,53
3,50,50,50,50,50,50,50,50,51,55,59,61,64,68
5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2,39,39,39,39,39,39,39,43,45,48,48,51,54,57
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,49,49,49,49,49,49,49,49,49,49,50,54,57,60
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,26,26,26,26,26,26,26,26,26,26,26,27,31
0,43,43,43,43,43,43,43,43,44,46,49,53,54,54
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,20,20,20,20,20,20,21,22,24,25,27,28,29
6,33,33,33,33,33,33,33,33,33,35,38,41,42,44
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,49,49,49,49,49,49,49,50,52,53,53,54,52,50
0,60,60,60,60,60,60,60,60,60,60,62,62,62,65
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,69,69,69,69,69,69,69,71,74,77,80,80,80,79
0,21,21,21,21,21,21,21,21,23,24,25,26,26,26
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,46,46,46,46,46,46,46,46,46,46,46,48,48,49
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,52,52,52,52,52,54,57,59,62,65,66,67,69
6,47,47,47,47,47,47,47,51,55,59,62,64,65,66
2,29,29,29,29,29,29,29,29,29,31,34,38,40,44
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,22,22,22,22,22,22,22,22,23,24,25,25,25
3,9,9,9,9,9,9,9,9,8,10,10,9,10,10
2,81,81,81,81,81,81,84,87,90,93,95,95,93,91
3,48,48,48,48,48,48,48,48,48,48,48,48,48,48
2,77,77,77,77,77,80,84,89,93,97,101,104,107,110
0,23,23,23,23,23,23,23,23,23,23,24,26,29,33
3,37,37,37,37,37,37,37,37,37,37,38,39,41,42
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,51,51,51,51,51,51,51,51,54,57,58,58,59,61
4,36,36,36,36,36,36,36,36,37,40,43,46,48,52
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,36,36,36,36,36,36,37,39,42,45,46,47,49
1,26,26,26,26,26,26,26,26,26,26,26,28,31,31
0,85,85,85,85,85,85,85,88,93,97,101,101,101,101
3,50,50,50,50,50,50,50,50,53,54,53,53,56,58
3,7,7,7,7,7,7,7,7,7,7,7,6,7,7
1,55,55,55,55,55,55,55,55,55,55,55,56,56,56
6,37,37,37,37,37,37,37,38,39,40,40,39,37,39
8,17,17,17,17,17,17,17,17,17,17,17,19,22,21
4,47,47,47,47,47,47,47,47,47,47,49,53,55,55
9,39,39,39,39,39,39,39,39,39,39,39,39,39,39
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,35,35,35,35,35,35,35,35,35,38,42,42,41
6,28,28,28,28,28,28,28,28,28,29,30,31,30,28
3,49,49,49,49,49,49,49,49,49,53,56,57,58,61
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,45,45,45,45,45,45,45,45,45,45,48,51,50,51
8,17,17,17,17,17,17,17,17,17,17,17,18,22,25
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,32,32,32,32,32,32,32,35,39,43,47,51,55
2,46,46,46,46,46,46,47,48,50,51,51,52,50,47
6,22,22,22,22,22,22,22,22,22,22,23,24,24,26
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,32,32,32,32,32,32,34,35,37,38,39,40,41
3,42,42,42,42,42,42,42,42,42,45,46,46,46,49
0,47,47,47,47,47,47,47,48,51,54,58,62,65,67
0,22,22,22,22,22,22,22,22,22,22,22,23,24,23
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,46,46,46,46,46,46,46,46,46,46,48,52,54,54
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,14,14,14,14,14,14,14,14,14,14,14,16,16,14
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,65,65,65,67,70,74,77,81,85,89,91,92,95,99
4,46,46,46,46,46,46,46,46,46,48,51,55,56,57
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,65,65,65,65,65,65,67,70,73,75,76,77,77
3,25,25,25,25,25,25,25,25,25,25,25,25,26,27
0,75,75,75,75,75,75,77,80,84,87,88,89,90,92
6,29,29,29,29,29,29,29,32,35,37,40,42,42,42
0,50,50,50,50,50,50,51,55,59,62,66,69,70,72
6,59,59,59,59,59,59,59,62,66,69,73,76,78,79
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,65,65,65,65,65,65,65,70,74,78,81,84,87,90
4,22,22,22,22,22,22,22,22,22,22,22,22,26,30
1,82,82,82,82,82,82,82,82,80,83,86,89,92,95
0,26,26,26,26,26,26,26,27,28,29,30,31,31,32
3,55,55,55,55,55,55,55,55,55,57,62,65,66,68
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
